표준버스정류장ID,노선번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수
114000064,N64,목동대학학원(00054),20,5,50,21,19,11,0,0,0,0,0,0
114000064,N64,목동대학학원(00139),0,0,0,0,30,2,57,20,28,14,0,0
114000065,N64,오목교역.동신한방병원(00053),8,11,18,25,3,19,0,0,0,0,0,0
114000065,N64,오목교역.동신한방병원(00052),15,37,36,63,19,48,0,0,0,0,0,0
114000065,N64,오목교역.동신한방병원(00139),0,0,0,0,0,5,16,21,3,4,0,0
114000065,N64,오목교역.동신한방병원(00138),0,0,0,0,7,26,18,61,8,21,0,0
114000070,N64,오목교역.동신한방병원(00031),184,52,123,55,0,0,0,0,0,0,0,0
114000070,N64,오목교역.동신한방병원(00110),0,0,0,0,71,26,112,31,0,1,0,0
114000070,N64,오목교역.동신한방병원(00111),0,0,0,0,36,6,53,13,0,0,0,0
114000116,N62,양강중학교(00095),0,0,1,3,55,50,11,7,0,0,0,0
114000116,N62,양강중학교(00013),85,23,54,14,0,0,0,0,0,0,0,0
114000117,N62,신월2동주민센터입구(00094),0,0,13,2,40,15,35,5,0,0,0,0
114000117,N62,신월2동주민센터입구(00012),52,13,29,3,0,0,0,0,0,0,0,0
114000118,N62,강서초등학교(00093),0,0,61,1,55,3,40,2,0,0,0,0
114000118,N62,강서초등학교(00011),80,13,44,2,0,0,0,0,0,0,0,0
114000119,N62,한빛종합사회복지관(00092),0,0,48,1,42,4,15,1,0,0,0,0
114000119,N62,한빛종합사회복지관(00010),82,3,13,3,0,0,0,0,0,0,0,0
114000125,N61,신정학마을아파트(00092),0,0,0,19,2,85,0,56,0,0,0,0
114000125,N61,신정학마을아파트(00186),0,0,0,0,0,0,0,0,1,99,1,57
114000151,N64,목동역5번출구(00028),55,10,74,23,0,0,0,0,0,0,0,0
114000151,N64,목동역5번출구(00107),0,0,0,0,14,3,31,3,0,0,0,0
114000151,N64,목동역5번출구(00108),0,0,0,0,10,8,7,3,0,0,0,0
114000161,N64,목동대학학원(00030),94,42,103,38,0,0,0,0,0,0,0,0
114000161,N64,목동대학학원(00110),0,0,0,0,16,12,20,2,0,0,0,0
114000161,N64,목동대학학원(00109),0,0,0,0,31,22,45,14,0,0,0,0
114000162,N64,목동7단지(00029),34,29,39,24,0,0,0,0,0,0,0,0
114000162,N64,목동7단지(00109),0,0,0,0,4,4,2,1,0,0,0,0
114000162,N64,목동7단지(00108),0,0,0,0,16,18,4,4,0,0,0,0
114000169,N62,목동역8번출구.목동오거리(00016),103,57,157,32,0,0,0,0,0,0,0,0
114000169,N64,목동역8번출구.목동오거리(00027),129,41,164,106,0,0,0,0,0,0,0,0
114000169,N64,목동역8번출구.목동오거리(00107),0,0,0,0,34,19,35,13,0,0,0,0
114000169,N62,목동역8번출구.목동오거리(00098),0,0,0,0,282,41,97,15,0,0,0,0
114000169,N64,목동역8번출구.목동오거리(00106),0,0,0,0,65,39,99,19,0,0,0,0
114000170,N64,신서고등학교.영상고등학교입구(00106),0,0,0,0,14,16,7,7,0,0,0,0
114000170,N62,신서고등학교.영상고등학교입구(00097),0,0,0,0,85,29,17,14,0,0,0,0
114000170,N64,신서고등학교.영상고등학교입구(00105),0,0,0,0,43,31,22,30,0,0,0,0
114000170,N64,신서고등학교.영상고등학교입구(00026),31,84,80,81,0,0,0,0,0,0,0,0
114000170,N62,신서고등학교.영상고등학교입구(00015),63,24,61,12,0,0,0,0,0,0,0,0
114000171,N62,신정역(은행정).신정4동주민센터(00096),0,0,1,2,81,44,43,9,0,0,0,0
114000171,N64,신정역(은행정).신정4동주민센터(00104),0,0,0,0,42,94,19,58,0,0,0,0
114000171,N62,신정역(은행정).신정4동주민센터(00014),52,24,52,15,0,0,0,0,0,0,0,0
114000171,N64,신정역(은행정).신정4동주민센터(00105),0,0,0,0,24,49,13,27,0,0,0,0
114000171,N64,신정역(은행정).신정4동주민센터(00025),57,76,101,173,0,0,0,0,0,0,0,0
114000181,N62,목동역.홍익병원(00149),0,0,0,0,0,0,21,91,17,74,0,2
114000181,N62,목동역.홍익병원(00067),0,0,11,149,14,150,0,0,0,0,0,0
114000182,N64,목동역.목동오거리(00141),0,0,0,0,3,4,74,144,64,91,0,0
114000182,N62,목동역.목동오거리(00150),0,0,0,0,0,0,80,187,56,126,2,10
114000182,N62,목동역.목동오거리(00068),0,0,145,261,170,229,0,0,0,0,0,0
114000182,N64,목동역.목동오거리(00056),6,11,36,78,27,50,0,0,0,0,0,0
114000182,N64,목동역.목동오거리(00055),4,21,69,182,81,154,0,0,0,0,0,0
114000182,N64,목동역.목동오거리(00142),0,0,0,0,0,4,35,64,41,42,0,0
114000183,N64,신서고교.영상고교입구(00057),7,2,19,26,12,9,0,0,0,0,0,0
114000183,N62,신서고교.영상고교입구(00069),0,0,91,102,87,117,0,0,0,0,0,0
114000183,N64,신서고교.영상고교입구(00056),2,3,56,63,32,39,0,0,0,0,0,0
114000183,N64,신서고교.영상고교입구(00143),0,0,0,0,0,0,10,20,18,9,0,0
114000183,N64,신서고교.영상고교입구(00142),0,0,0,0,0,1,26,45,33,27,0,0
114000183,N62,신서고교.영상고교입구(00151),0,0,0,0,0,0,22,44,31,46,18,13
114000184,N64,신정역(은행정).신정4동주민센터(00058),3,2,12,22,17,32,0,0,0,0,0,0
114000184,N64,신정역(은행정).신정4동주민센터(00057),2,6,35,67,26,63,0,0,0,0,0,0
114000184,N64,신정역(은행정).신정4동주민센터(00144),0,0,0,0,0,0,12,26,10,17,0,0
114000184,N64,신정역(은행정).신정4동주민센터(00143),0,0,0,0,0,3,37,76,27,28,0,0
114000184,N62,신정역(은행정).신정4동주민센터(00070),0,0,91,169,82,167,1,1,0,0,0,0
114000184,N62,신정역(은행정).신정4동주민센터(00152),0,0,0,0,0,0,72,117,71,97,3,33
114000185,N64,양강중학교(00059),2,0,8,24,13,45,0,0,0,0,0,0
114000185,N64,양강중학교(00145),0,0,0,0,0,0,14,33,7,27,0,0
114000185,N64,양강중학교(00058),0,3,33,90,31,95,0,0,0,0,0,0
114000185,N64,양강중학교(00144),0,0,0,0,0,0,24,71,12,54,0,0
114000192,N62,신월문화체육센터(00157),0,0,0,0,0,0,0,62,3,57,0,6
114000192,N62,신월문화체육센터(00075),0,0,1,63,2,118,0,11,0,0,0,0
114000207,N62,양강중학교(00153),0,0,0,0,0,0,40,108,16,123,4,25
114000207,N62,양강중학교(00071),0,0,26,161,15,175,0,6,0,0,0,0
114000208,N62,신월2동주민센터입구.경창전통시장(00154),0,0,0,0,0,0,2,29,5,64,0,13
114000208,N62,신월2동주민센터입구.경창전통시장(00072),0,0,5,113,5,99,0,6,0,0,0,0
114000209,N62,강서초등학교(00073),0,0,20,182,13,169,0,13,0,0,0,0
114000209,N62,강서초등학교(00155),0,0,0,0,0,0,8,82,17,67,2,13
114000210,N62,한빛종합사회복지관(00074),0,0,12,99,12,152,0,8,0,0,0,0
114000210,N62,한빛종합사회복지관(00156),0,0,0,0,0,0,1,81,3,73,0,18
114000213,N61,신정현대아파트.서부트럭터미널(00097),0,0,0,0,110,3,85,1,20,0,0,0
114000213,N61,신정현대아파트.서부트럭터미널(00003),94,5,92,6,0,0,0,0,0,0,0,0
114000216,N61,신정현대아파트(00096),0,0,0,0,72,3,57,2,7,1,0,0
114000216,N61,신정현대아파트(00002),60,0,172,0,0,0,0,0,0,0,0,0
114000219,N62,푸른마을2단지아파트(00087),0,0,19,0,22,1,18,0,0,0,0,0
114000219,N62,푸른마을2단지아파트(00005),17,1,6,4,0,0,0,0,0,0,0,0
114000220,N62,푸른마을2단지아파트(00161),0,0,0,0,0,0,0,30,1,45,0,10
114000220,N62,푸른마을2단지아파트(00079),0,0,1,53,1,62,0,13,0,0,0,0
114000221,N62,신월시영아파트.강월초등학교(00088),0,0,5,0,3,8,10,3,0,0,0,0
114000221,N62,신월시영아파트.강월초등학교(00006),12,1,3,1,0,0,0,0,0,0,0,0
114000222,N62,신월시영아파트.강월초등학교(00078),0,0,3,57,25,56,0,8,0,0,0,0
114000222,N62,신월시영아파트.강월초등학교(00160),0,0,0,0,0,0,3,16,2,60,4,15
114000225,N62,금실어린이공원(00007),13,2,6,2,0,0,0,0,0,0,0,0
114000225,N62,금실어린이공원(00089),0,0,8,1,10,3,4,2,0,0,0,0
114000226,N62,금실어린이공원(00077),0,0,2,55,1,62,0,6,0,0,0,0
114000226,N62,금실어린이공원(00159),0,0,0,0,0,0,0,24,0,28,0,6
114000250,N62,신월시영아파트중문(00090),0,0,8,0,8,8,3,0,0,0,0,0
114000250,N62,신월시영아파트중문(00008),14,1,30,1,0,0,0,0,0,0,0,0
114000251,N62,신월시영아파트중문(00158),0,0,0,0,0,0,3,17,3,56,0,4
114000251,N62,신월시영아파트중문(00076),0,0,4,26,3,39,0,4,0,0,0,0
114000257,N61,신정현대아파트.서부트럭터미널(00187),0,0,0,0,0,0,0,0,2,121,5,67
114000257,N61,신정현대아파트.서부트럭터미널(00093),0,0,0,43,5,212,2,120,0,0,0,0
114000258,N62,대일관광고.푸른마을3단지(00003),10,0,4,0,0,0,0,0,0,0,0,0
114000258,N62,대일관광고.푸른마을3단지(00085),0,0,6,0,18,2,9,0,0,0,0,0
114000259,N62,대일관광고.푸른마을3단지(00081),0,0,0,15,2,38,0,14,0,0,0,0
114000259,N62,대일관광고.푸른마을3단지(00163),0,0,0,0,0,0,0,9,1,33,1,9
114000261,N62,신월문화체육센터(00091),0,0,19,0,47,6,16,0,0,0,0,0
114000261,N62,신월문화체육센터(00009),40,3,4,4,0,0,0,0,0,0,0,0
114000267,N61,양천공영차고지(00188),0,0,0,0,0,0,0,0,0,171,0,163
114000267,N62,양천공영차고지(00082),0,0,0,89,2,200,1,52,0,0,0,0
114000267,N61,양천공영차고지(00094),0,0,0,14,8,162,1,109,0,20,0,0
114000267,N62,양천공영차고지(00164),0,0,0,0,0,0,0,52,1,111,0,79
114000271,N62,양천공영차고지(00002),48,2,25,0,0,0,0,0,0,0,0,0
114000271,N62,양천공영차고지(00084),0,0,8,1,103,1,25,0,0,0,0,0
114000283,N62,푸른마을1단지.이든채아파트(00086),0,0,5,1,11,1,6,1,0,0,0,0
114000283,N62,푸른마을1단지.이든채아파트(00004),10,1,6,0,0,0,0,0,0,0,0,0
114000288,N62,서남병원.이든채아파트(00080),0,0,1,17,0,13,1,1,0,0,0,0
114000288,N62,서남병원.이든채아파트(00162),0,0,0,0,0,0,0,7,1,14,0,6
114000395,N61,양천공영차고지(00095),0,0,0,0,168,6,56,2,26,2,0,0
114000395,N61,양천공영차고지(00001),72,0,86,1,0,0,0,0,0,0,0,2
115000001,N26,염창역.서울도시가스(00115),0,0,0,0,0,0,55,117,97,112,0,0
115000001,N26,염창역.서울도시가스(00048),0,0,136,258,90,199,0,0,0,0,0,0
115000001,N62,염창역.서울도시가스(00059),3,1,188,583,54,328,0,0,0,0,0,0
115000001,N62,염창역.서울도시가스(00141),0,0,0,0,0,0,48,309,40,176,0,0
115000002,N26,염창역.서울도시가스(00089),0,0,0,0,77,54,90,80,0,0,0,0
115000002,N26,염창역.서울도시가스(00021),134,109,244,129,28,7,0,0,0,0,0,0
115000002,N62,염창역.서울도시가스(00026),294,83,115,50,0,0,0,0,0,0,0,0
115000002,N62,염창역.서울도시가스(00108),0,0,0,0,123,54,102,39,0,0,0,0
115000003,N26,등촌역.강서보건소(00116),0,0,0,0,0,0,59,96,170,47,0,0
115000003,N26,등촌역.강서보건소(00049),0,0,113,167,90,195,0,0,0,0,0,0
115000003,N62,등촌역.강서보건소(00142),0,0,0,0,0,0,57,167,25,129,0,0
115000003,N62,등촌역.강서보건소(00060),4,2,164,341,80,185,0,0,0,0,0,0
115000004,N26,등촌역.강서보건소(00088),0,0,0,0,52,120,98,103,0,0,0,0
115000004,N26,등촌역.강서보건소(00020),117,204,151,153,10,11,0,0,0,0,0,0
115000004,N62,등촌역.강서보건소(00107),0,0,0,0,90,60,92,44,0,0,0,0
115000004,N62,등촌역.강서보건소(00025),279,61,69,47,0,0,0,0,0,0,0,0
115000005,N26,등촌중학교.백석초등학교(00050),0,0,39,206,47,203,0,4,0,0,0,0
115000005,N26,등촌중학교.백석초등학교(00117),0,0,0,0,0,0,65,161,94,158,0,4
115000006,N26,등촌중학교.백석초등학교(00019),36,112,39,121,0,2,0,0,0,0,0,0
115000006,N26,등촌중학교.백석초등학교(00087),0,0,0,0,31,62,64,93,0,0,0,0
115000021,N26,송정역(00126),0,0,0,0,0,0,3,113,5,331,0,161
115000021,N26,송정역(00059),0,0,8,169,2,159,0,89,0,0,0,0
115000022,N26,공항시장(00127),0,0,0,0,0,0,4,50,2,102,0,45
115000022,N26,공항시장(00060),0,0,2,59,4,48,0,21,0,0,0,0
115000023,N26,공항시장(00009),83,4,42,11,0,0,0,0,0,0,0,0
115000023,N26,공항시장(00077),0,0,0,0,19,4,23,2,0,0,0,0
115000024,N26,공항시장역3번출구(00128),0,0,0,0,0,0,1,27,4,49,3,12
115000024,N26,공항시장역3번출구(00061),0,0,3,48,6,40,3,24,0,0,0,0
115000025,N26,공항시장역.공항성산교회(00076),0,0,0,0,19,7,16,3,0,0,0,0
115000025,N26,공항시장역.공항성산교회(00008),37,18,27,3,0,0,0,0,0,0,0,0
115000027,N26,방화2동청성아파트앞(00007),23,12,16,8,0,0,0,0,0,0,0,0
115000027,N26,방화2동청성아파트앞(00075),0,0,0,0,20,7,66,1,0,0,0,0
115000029,N26,마곡우촌아파트(00074),0,0,0,0,13,3,15,0,0,0,0,0
115000029,N26,마곡우촌아파트(00006),13,2,8,3,0,0,0,0,0,0,0,0
115000030,N26,방신전통시장정문.방화사거리(00064),0,0,0,80,1,80,2,45,0,0,0,0
115000030,N26,방신전통시장정문.방화사거리(00131),0,0,0,0,0,0,1,52,0,68,0,16
115000031,N26,방신전통시장정문.방화사거리(00073),0,0,0,0,44,0,10,1,0,0,0,0
115000031,N26,방신전통시장정문.방화사거리(00005),63,1,53,2,0,0,0,0,0,0,0,0
115000070,N26,개화119안전센터(00134),0,0,0,0,0,0,0,4,0,15,0,3
115000070,N64,개화119안전센터(00078),0,0,0,4,1,10,0,7,0,0,0,0
115000070,N26,개화119안전센터(00067),0,0,0,7,0,10,0,0,0,0,0,0
115000070,N64,개화119안전센터(00079),0,0,0,0,0,0,0,2,0,0,0,0
115000070,N64,개화119안전센터(00165),0,0,0,0,0,0,0,5,0,14,0,11
115000070,N64,개화119안전센터(00164),0,0,0,0,0,0,0,5,0,26,0,4
115000073,N64,개화역1번출구.개화검문소(00082),0,0,9,0,16,0,1,0,0,0,0,0
115000073,N26,개화역1번출구.개화검문소(00070),0,0,11,0,115,6,3,0,0,0,0,0
115000073,N64,개화역1번출구.개화검문소(00002),10,0,9,0,0,0,0,0,0,0,0,0
115000073,N64,개화역1번출구.개화검문소(00081),0,0,9,0,69,0,2,0,0,0,0,0
115000076,N62,영일고등학교.강서도서관(00143),0,0,0,0,0,0,68,146,17,99,0,0
115000076,N62,영일고등학교.강서도서관(00061),0,0,138,212,85,169,0,0,0,0,0,0
115000077,N62,아이파크아파트.백석중학교.실로암안과(00062),0,0,45,150,35,102,0,0,0,0,0,0
115000077,N62,아이파크아파트.백석중학교.실로암안과(00144),0,0,0,0,0,0,14,84,9,43,0,0
115000078,N62,등촌2동주민센터.등촌동대림아파트(00063),0,0,12,90,12,95,0,0,0,0,0,0
115000078,N62,등촌2동주민센터.등촌동대림아파트(00145),0,0,0,0,0,0,5,58,16,44,0,0
115000079,N62,대일고교.임광아파트.배광교회(00064),0,0,35,188,14,122,0,0,0,0,0,0
115000079,N62,대일고교.임광아파트.배광교회(00146),0,0,0,0,0,0,6,76,10,69,0,0
115000080,N62,용문사.시립화곡청소년센터(00147),0,0,0,0,0,0,10,140,8,116,0,0
115000080,N62,용문사.시립화곡청소년센터(00065),0,0,26,271,17,187,0,0,0,0,0,0
115000082,N62,목동사거리(00066),0,0,63,257,48,187,0,0,0,0,0,0
115000082,N62,목동사거리(00148),0,0,0,0,0,0,42,162,55,141,4,6
115000089,N64,KT강서지사(00104),0,0,0,0,54,44,53,26,0,0,0,0
115000089,N64,KT강서지사(00024),166,57,215,115,0,0,0,0,0,0,0,0
115000089,N64,KT강서지사(00103),0,0,0,0,116,90,106,66,0,0,0,0
115000090,N64,KT강서지사(00146),0,0,0,0,0,0,31,54,11,50,0,0
115000090,N64,KT강서지사(00060),4,4,26,61,41,74,0,0,0,0,0,0
115000090,N64,KT강서지사(00059),0,0,88,187,63,189,0,0,0,0,0,0
115000090,N64,KT강서지사(00145),0,0,0,0,2,1,51,165,27,90,0,0
115000094,N64,까치산역2번출구(00147),0,0,0,0,0,0,29,49,25,30,0,0
115000094,N64,까치산역2번출구(00146),0,0,0,0,0,0,55,135,75,80,0,0
115000094,N64,까치산역2번출구(00060),0,0,92,174,60,140,0,0,0,0,0,0
115000094,N64,까치산역2번출구(00061),3,2,37,46,24,58,0,0,0,0,0,0
115000095,N64,까치산역4번출구(00103),0,0,0,0,38,57,31,25,0,0,0,0
115000095,N64,까치산역4번출구(00102),0,0,0,0,84,143,83,64,0,0,0,0
115000095,N64,까치산역4번출구(00023),77,110,106,143,0,0,0,0,0,0,0,0
115000108,N64,화곡역5번출구(00102),0,0,0,0,67,62,83,23,0,0,0,0
115000108,N64,화곡역5번출구(00101),0,0,0,0,137,115,183,84,0,0,0,0
115000108,N64,화곡역5번출구(00022),212,105,270,141,0,0,0,0,0,0,0,0
115000109,N64,화곡역4번출구(00147),0,0,0,0,0,0,40,201,84,224,0,0
115000109,N64,화곡역4번출구(00148),0,0,0,0,0,0,23,79,45,81,0,0
115000109,N64,화곡역4번출구(00062),0,0,23,59,22,89,0,0,0,0,0,0
115000109,N64,화곡역4번출구(00061),0,0,82,180,45,237,0,0,0,0,0,0
115000110,N64,화곡역1번출구(00149),0,0,0,0,0,0,12,13,11,19,0,0
115000110,N64,화곡역1번출구(00148),0,0,0,0,0,0,33,29,23,46,0,0
115000110,N64,화곡역1번출구(00062),0,0,22,28,19,31,0,0,0,0,0,0
115000110,N64,화곡역1번출구(00063),0,0,8,12,11,15,0,0,0,0,0,0
115000111,N64,화곡역8번출구(00100),0,0,0,0,28,60,24,42,0,0,0,0
115000111,N64,화곡역8번출구(00021),27,66,37,51,0,0,0,0,0,0,0,0
115000111,N64,화곡역8번출구(00101),0,0,0,0,9,25,13,18,0,0,0,0
115000112,N64,대원시장(00150),0,0,0,0,0,0,4,9,8,10,0,0
115000112,N64,대원시장(00149),0,0,0,0,0,0,3,26,11,17,0,0
115000112,N64,대원시장(00063),0,0,12,33,7,21,0,0,0,0,0,0
115000112,N64,대원시장(00064),0,0,6,4,4,12,0,0,0,0,0,0
115000113,N64,대원시장(00020),43,39,23,30,0,0,0,0,0,0,0,0
115000113,N64,대원시장(00100),0,0,0,0,8,21,8,15,0,0,0,0
115000113,N64,대원시장(00099),0,0,0,0,21,44,18,35,0,0,0,0
115000114,N64,화곡중고등학교(00098),0,0,0,0,34,41,24,23,0,0,0,0
115000114,N64,화곡중고등학교(00099),0,0,0,0,15,22,12,10,0,0,0,0
115000114,N64,화곡중고등학교(00019),48,36,50,35,0,0,0,0,0,0,0,0
115000116,N64,우장산역1번출구(00152),0,0,0,0,0,0,2,5,11,1,0,0
115000116,N64,우장산역1번출구(00066),0,0,6,8,11,7,0,0,0,0,0,0
115000116,N64,우장산역1번출구(00151),0,0,0,0,0,0,8,19,16,8,0,0
115000116,N64,우장산역1번출구(00065),0,0,16,28,19,17,0,0,0,0,0,0
115000117,N64,우장산역4번출구(00098),0,0,0,0,3,2,12,2,0,0,0,0
115000117,N64,우장산역4번출구(00097),0,0,0,0,12,12,13,11,0,0,0,0
115000117,N64,우장산역4번출구(00018),16,43,46,26,0,0,0,0,0,0,0,0
115000118,N64,명덕고등학교.서울스타병원(00153),0,0,0,0,0,0,0,14,5,10,0,0
115000118,N64,명덕고등학교.서울스타병원(00152),0,0,0,0,0,0,1,42,15,28,0,0
115000118,N64,명덕고등학교.서울스타병원(00066),0,0,5,55,1,38,0,0,0,0,0,0
115000118,N64,명덕고등학교.서울스타병원(00067),0,0,1,19,0,20,0,0,0,0,0,0
115000119,N64,명덕고등학교.서울스타병원(00097),0,0,0,0,12,5,7,2,0,0,0,0
115000119,N64,명덕고등학교.서울스타병원(00017),11,20,22,17,0,0,0,0,0,0,0,0
115000119,N64,명덕고등학교.서울스타병원(00096),0,0,0,0,31,11,17,6,0,0,0,0
115000120,N64,발산역.우장산힐스테이트(00068),0,0,3,19,4,14,0,0,0,0,0,0
115000120,N64,발산역.우장산힐스테이트(00154),0,0,0,0,0,0,0,24,2,14,0,0
115000120,N64,발산역.우장산힐스테이트(00067),0,0,2,33,4,30,0,0,0,0,0,0
115000120,N64,발산역.우장산힐스테이트(00153),0,0,0,0,0,0,1,37,0,24,0,0
115000121,N64,발산역.우장산힐스테이트(00096),0,0,0,0,16,1,3,2,0,0,0,0
115000121,N64,발산역.우장산힐스테이트(00095),0,0,0,0,25,3,13,1,0,0,0,0
115000121,N64,발산역.우장산힐스테이트(00016),28,24,48,14,0,0,0,0,0,0,0,0
115000186,N64,방화동동부센트레빌아파트(00005),25,0,19,1,0,0,0,0,0,0,0,0
115000186,N64,방화동동부센트레빌아파트(00084),0,0,15,0,36,1,8,1,0,0,0,0
115000186,N64,방화동동부센트레빌아파트(00085),0,0,12,0,6,0,1,0,0,0,0,0
115000187,N64,방화동동부센트레빌아파트(00075),0,0,1,42,1,67,0,18,0,0,0,0
115000187,N64,방화동동부센트레빌아파트(00161),0,0,0,0,0,0,0,35,1,42,0,7
115000187,N64,방화동동부센트레빌아파트(00162),0,0,0,0,0,0,0,16,0,20,1,7
115000187,N64,방화동동부센트레빌아파트(00076),0,0,1,21,0,26,0,10,0,0,0,0
115000188,N64,한서고등학교.방화사거리(00084),0,0,10,0,6,1,4,0,0,0,0,0
115000188,N26,한서고등학교.방화사거리(00004),82,3,47,5,0,0,0,0,0,0,0,0
115000188,N26,한서고등학교.방화사거리(00072),0,0,0,0,49,1,49,0,0,0,0,0
115000188,N64,한서고등학교.방화사거리(00083),0,0,33,1,19,0,17,0,0,0,0,0
115000189,N64,한서고등학교.방화사거리(00076),0,0,0,12,0,29,0,10,0,0,0,0
115000189,N26,한서고등학교.방화사거리(00065),0,0,0,18,1,31,0,11,0,0,0,0
115000189,N26,한서고등학교.방화사거리(00132),0,0,0,0,0,0,2,8,0,44,0,16
115000189,N64,한서고등학교.방화사거리(00162),0,0,0,0,0,0,0,13,1,9,0,8
115000189,N64,한서고등학교.방화사거리(00163),0,0,0,0,0,0,0,6,0,12,0,4
115000189,N64,한서고등학교.방화사거리(00077),0,0,0,7,0,8,0,1,0,0,0,0
115000190,N26,개화산역2번출구(00071),0,0,0,0,55,10,51,0,0,0,0,0
115000190,N64,개화산역2번출구(00083),0,0,4,0,8,0,3,1,0,0,0,0
115000190,N26,개화산역2번출구(00003),55,2,69,4,0,0,0,0,0,0,0,0
115000190,N64,개화산역2번출구(00082),0,0,13,0,29,2,6,1,0,0,0,0
115000191,N26,개화초교.개화산역2번출구(00066),0,0,0,17,0,27,0,12,0,0,0,0
115000191,N64,개화초교.개화산역2번출구(00078),0,0,0,2,0,3,0,6,0,0,0,0
115000191,N26,개화초교.개화산역2번출구(00133),0,0,0,0,0,0,1,14,0,24,0,11
115000191,N64,개화초교.개화산역2번출구(00077),0,0,0,6,0,17,0,23,0,0,0,0
115000191,N64,개화초교.개화산역2번출구(00163),0,0,0,0,0,0,0,13,0,5,1,8
115000191,N64,개화초교.개화산역2번출구(00164),0,0,0,0,0,0,0,2,1,2,0,4
115000208,N64,서울항공비즈니스고등학교(00075),0,0,0,17,1,17,0,0,0,0,0,0
115000208,N64,서울항공비즈니스고등학교(00160),0,0,0,0,0,0,4,20,0,31,0,12
115000208,N64,서울항공비즈니스고등학교(00074),0,0,0,28,0,41,0,5,0,0,0,0
115000208,N64,서울항공비즈니스고등학교(00161),0,0,0,0,0,0,0,8,0,10,0,4
115000209,N64,서울항공비즈니스고등학교(00007),43,0,17,1,0,0,0,0,0,0,0,0
115000209,N64,서울항공비즈니스고등학교(00086),0,0,15,1,11,1,3,0,0,0,0,0
115000209,N64,서울항공비즈니스고등학교(00087),0,0,1,0,2,0,7,0,0,0,0,0
115000284,N64,발산역7번출구(00095),0,0,0,0,181,12,127,9,0,0,0,0
115000284,N64,발산역7번출구(00094),0,0,0,0,386,29,306,22,0,0,0,0
115000284,N64,발산역7번출구(00015),152,46,336,44,0,0,0,0,0,0,0,0
115000315,N64,발산역9번출구(00069),0,0,20,82,12,72,0,0,0,0,0,0
115000315,N64,발산역9번출구(00068),0,0,40,203,38,159,0,0,0,0,0,0
115000315,N64,발산역9번출구(00155),0,0,0,0,0,0,11,63,8,36,0,0
115000315,N64,발산역9번출구(00154),0,0,0,0,0,0,21,122,19,84,0,0
115000318,N64,신방화사거리(00006),34,1,26,0,0,0,0,0,0,0,0,0
115000318,N64,신방화사거리(00085),0,0,26,1,23,0,3,0,0,0,0,0
115000318,N64,신방화사거리(00086),0,0,10,0,13,1,1,0,0,0,0,0
115000319,N26,마곡우촌아파트(00063),0,0,1,45,1,52,0,15,0,0,0,0
115000319,N26,마곡우촌아파트(00130),0,0,0,0,0,0,0,20,0,30,1,14
115000320,N26,개화역광역환승센터(00068),0,0,0,11,0,24,0,12,0,0,0,0
115000320,N64,개화역광역환승센터(00165),0,0,0,0,0,0,0,7,0,23,0,3
115000320,N26,개화역광역환승센터(00135),0,0,0,0,0,0,1,16,1,43,0,15
115000320,N64,개화역광역환승센터(00080),0,0,0,0,0,1,0,2,0,0,0,0
115000320,N64,개화역광역환승센터(00079),0,0,0,1,0,5,0,6,0,0,0,0
115000320,N64,개화역광역환승센터(00166),0,0,0,0,0,0,0,2,0,5,0,5
115000321,N64,개화역광역환승센터(00001),15,0,3,0,0,0,0,0,0,0,0,0
115000321,N26,개화역광역환승센터(00069),0,0,26,1,33,6,4,1,0,0,0,0
115000321,N64,개화역광역환승센터(00081),0,0,4,0,56,1,2,0,0,0,0,0
115000322,N26,방화2동청성아파트(00129),0,0,0,0,0,0,0,16,0,20,0,8
115000322,N26,방화2동청성아파트(00062),0,0,2,38,0,29,0,18,0,0,0,0
115000588,N26,강서구청사거리.서울디지털대학교(00118),0,0,0,0,0,0,57,247,59,235,2,16
115000588,N26,강서구청사거리.서울디지털대학교(00051),0,0,78,386,48,446,2,0,0,0,0,0
115000589,N26,강서구청사거리.서울디지털대학교(00086),0,0,0,0,278,95,250,89,0,0,0,0
115000589,N26,강서구청사거리.서울디지털대학교(00018),368,129,420,161,0,0,0,0,0,0,0,0
115000590,N26,KBS스포츠월드(00052),0,0,20,143,45,174,0,3,0,0,0,0
115000590,N26,KBS스포츠월드(00119),0,0,0,0,0,0,32,104,28,98,5,8
115000591,N26,KBS스포츠월드(00085),0,0,0,0,66,39,49,14,0,0,0,0
115000591,N26,KBS스포츠월드(00017),34,65,107,44,0,0,0,0,0,0,0,0
115000592,N26,한국가스기술공사(00053),0,0,12,163,8,184,0,0,0,0,0,0
115000592,N26,한국가스기술공사(00120),0,0,0,0,0,0,4,100,19,91,2,8
115000593,N26,한국가스기술공사(00016),59,29,48,38,0,0,0,0,0,0,0,0
115000593,N26,한국가스기술공사(00084),0,0,0,0,57,17,41,16,0,0,0,0
115000594,N26,발산역(00121),0,0,0,0,0,0,88,215,95,179,11,14
115000594,N26,발산역(00054),0,0,82,324,101,325,3,26,0,0,0,0
115000634,N26,송정역(00078),0,0,0,0,150,12,68,6,0,0,0,0
